device_fingerprint,transactions,customers,cards,merchants,fraud_transactions,fraud_rate_pct
a06a95c0de8513e7ab2e195355ae1e9a,8,8,8,8,8.0,100.0
6de5478c34dfc7ab5704ad7dd28d35e0,8,8,8,8,8.0,100.0
dce4fc49eb0802c4eb607c47e74a6720,8,8,8,8,8.0,100.0
3f594346f22ac97cb983755bbbe60409,8,8,8,8,8.0,100.0
e8af48a803251639f93791990b905237,8,8,8,8,8.0,100.0
cef03709786acbedd602e6d5f11762ad,8,8,8,8,8.0,100.0
8436b9b890b1ef27982bd0ed992066e8,8,8,8,8,8.0,100.0
bdc47bb3ad006b4f920ab7edf9b73563,8,8,8,8,8.0,100.0
104f55cb7bb4da6a8c506291b2b08351,8,8,8,8,8.0,100.0
363592fe2fd14e98e0bf5b33626c1e5a,8,8,8,8,8.0,100.0
5d420384e196d0f803bbbe8c02e261bd,8,8,8,8,8.0,100.0
67a381bd43fbf14a0a122b8ae1bb271a,8,8,8,7,8.0,100.0
7fda692ba03eb279a4e88778f4dab3ab,8,8,8,8,8.0,100.0
dcd0e718c9a56bce753f866b980544b0,8,8,8,7,8.0,100.0
e08c205c6bcf1885279ca5704eddcfa7,8,8,8,8,8.0,100.0
e7803c8c6041d459fe3d7db32af97830,8,8,8,8,8.0,100.0
68f1a0aa6d6a4782bca75dff102ba8d6,8,8,8,8,8.0,100.0
748e614f1bb6fd7461894fb92c1a63dd,8,8,8,8,8.0,100.0
da58526abeb1f51bc73625bdbed4d242,8,8,8,8,8.0,100.0
3a170bd3cd13dfee7862e1cef031c909,8,8,8,8,8.0,100.0
0a082f880f003559489e58607930f3f9,8,8,8,7,8.0,100.0
5e88bad69e6b19960f83d36ad9a0b9fd,8,8,8,8,8.0,100.0
2eb72d2494721debd42b3e4d3e6b9bad,8,8,8,8,8.0,100.0
2c48b3c9ce9121a5f1c1c5b7be2ce200,8,8,8,8,8.0,100.0
392a635710b8cb74824f36d5e69d077a,8,8,8,7,8.0,100.0
b1b79af22b6bc27d3305f9a466b3e5a8,8,8,8,8,8.0,100.0
b95f390dc0f7bdc45deba5bf34b3b407,8,8,8,7,8.0,100.0
8c0694d21db32efd40d11a6489c841e8,8,8,8,8,8.0,100.0
02aa4a86b1fff522bb7177fa4c7fb721,8,8,8,8,8.0,100.0
171d7925131a38824bc0c1373b34f556,8,8,8,8,8.0,100.0
b306ffe533ed5338dd9e28469d991c62,8,8,8,8,8.0,100.0
8605a470b00b181ab481bab5b8069357,8,8,8,8,8.0,100.0
4f37497a30b6aa2fc440f6157f255d01,8,8,8,8,8.0,100.0
f8aa8ec3965c9a4745e6be4abd6bab70,8,8,8,7,8.0,100.0
70bbd5d03d82dc27c025387f82b035e2,8,8,8,7,8.0,100.0
5421216887f6fc02e5fb3718c12e014c,8,8,8,7,8.0,100.0
31dd522c2c3b51de1f583bae9f69ba9d,8,8,8,8,8.0,100.0
73f6f186ea66934446eb4096a5551cf4,8,8,8,8,8.0,100.0
9bd839fe149857321685b1e1d8a55cbd,8,8,8,7,8.0,100.0
ceb08337cd773dccc222da912f05c11a,8,8,8,8,8.0,100.0
ab15549b24fe31326ce3e1339dff2751,8,8,8,7,8.0,100.0
7d9c5ebf499d115d57f8107d0b2fac57,8,8,8,8,8.0,100.0
1e838b3b3e91dd29096b2480500cb886,8,8,8,8,8.0,100.0
c9c7eb7d69740f2a9632cd1981e6adda,8,8,8,8,8.0,100.0
2f968ef75e668d53ccedf49c9f21071f,8,8,8,7,8.0,100.0
38abae704fb4cdba00a26baa58cb4443,8,8,8,8,8.0,100.0
56e6ea3562d05d65881c657da14010f3,8,8,8,8,8.0,100.0
58310061e2184ab13c1729faeb7bc2fc,8,8,8,8,8.0,100.0
d092b8f3e3f91dc99774ecbf149e94a0,8,8,8,8,8.0,100.0
e9a78129051381bc3fb8a36b8833aaa6,8,8,8,7,8.0,100.0
362d90fb9802983d5b8870886d978c32,8,8,8,8,8.0,100.0
2864ea5116017679315f5be3a6232376,8,8,8,8,8.0,100.0
2f3a9df51b6d311fc461bf90efa1f29b,8,8,8,8,8.0,100.0
6b04b7ec2f7ce513db6ff57c27ede045,8,8,8,7,8.0,100.0
7995f5278c5577c06817bd8909283568,8,8,8,7,8.0,100.0
0527c4449619569cd565d724216aea04,8,8,8,8,8.0,100.0
a9c7cf95e3b5daabfdabc794a7b3d5cf,8,8,8,7,8.0,100.0
f2e1b1ef61d277f78c6ad2322127ec29,8,8,8,8,8.0,100.0
37674f2a8f01c3546cfc199b40a3b6b6,8,8,8,8,8.0,100.0
f10bb16a2b4a9dbcb155bfe047377890,8,8,8,8,8.0,100.0
06a177e5878dc6347e0bc8319560eebf,8,8,8,7,8.0,100.0
ea8df1a5cd42cd82a1065104900e168b,8,8,8,8,8.0,100.0
c6a8a44b929dd618681813eef21c13ad,8,8,8,8,8.0,100.0
9f886a2a3a002b459de1faff35a05cc3,8,8,8,7,8.0,100.0
c46cd3dee1a2dd5e4e46e805e2553f63,8,8,8,8,8.0,100.0
60ff34234e081de95512ddcdd245ac09,8,8,8,8,8.0,100.0
45a44284115503af7ecdc4e477ef271a,8,8,8,8,8.0,100.0
08c542c233d25553221b1f27f0359074,8,8,8,8,8.0,100.0
fa86ab109acce89adb50f4b5ba313d3f,8,8,8,8,8.0,100.0
06a730be43434cfbf5dec91793c2e665,8,8,8,8,8.0,100.0
68720b6361ec18a15b8a24ac708c43cc,8,8,8,8,8.0,100.0
eb00402b945ba61ad12a81ffcef2a582,8,8,8,7,8.0,100.0
8d6927f9e4c3dd1842bbd5110937d2ec,8,8,8,7,8.0,100.0
bff1981f00953b26d3bf2d03c970267a,8,8,8,8,8.0,100.0
ba3c8a9f8df0a6a83fcf4ad12ea9581e,8,8,8,8,8.0,100.0
477ef432e4ed2c5dfd35eca6a6dccdd1,8,8,8,8,8.0,100.0
26fcdd0e8b89d881c6f3fd2bbd6c9b77,8,8,8,8,8.0,100.0
ec356e5615d3001e0d35198130ae3f44,8,8,8,8,8.0,100.0
6941202fbe3a03cd08cc29f17e25ab76,8,8,8,8,8.0,100.0
800198e3475084d6d4bb59b4eb08925c,8,8,8,8,8.0,100.0
c963ef7bd876b81f859c791838463b58,8,8,8,7,8.0,100.0
cfba9dd5bd677f1204c5a3469874c98b,8,8,8,8,8.0,100.0
079d4e511d6e92d32491d17d77561a92,8,8,8,8,8.0,100.0
10e3a9c30de676a52cb06dd3c4f5a47d,8,8,8,8,8.0,100.0
ad73bc288b8649c995188ed544f46604,8,8,8,8,8.0,100.0
d70114e39ea2bc5aa436b906e5f4ef0e,8,8,8,8,8.0,100.0
b89661d9fd7d96b8100919b828950745,8,8,8,8,8.0,100.0
2be740cef157c6fce12f46703b77dc16,8,8,8,8,8.0,100.0
630e776c5c9e5aba04ba9b3d13c40c86,8,8,8,8,8.0,100.0
e8f650196a2927ce482957a51ab4ddd7,8,8,8,7,8.0,100.0
a34ccaa6561f7a47509c66da3679b15f,8,8,8,8,8.0,100.0
c617de61d4f0a29b12484cb0b00d8b90,8,8,8,8,8.0,100.0
8b9ca51ca9fb85a36d5fe63643482e1c,8,8,8,7,8.0,100.0
d64109c3de58c0ac0a54536488bfedaa,8,8,8,8,8.0,100.0
574b3cc5a5d722318108669da3209dc8,8,8,8,8,8.0,100.0
002d74a7d9ebb5a7b0fc40137d4ed0ac,8,8,8,8,8.0,100.0
6aed000af86a084f9cb0264161e29dd3,8,8,8,8,8.0,100.0
b34ca7ad5e20bdb4c7030cccb0d4da37,8,8,8,8,8.0,100.0
125c10f6d2e713619cb3741c9295efef,8,8,8,7,8.0,100.0
87766ad4979f921ef0ce6ef2783a2210,8,8,8,8,8.0,100.0
dd697c06a954bfe8872d2661dad9b5f3,8,8,8,7,8.0,100.0
86a5e6e07e28dc7a901efc4564b21716,8,8,8,8,8.0,100.0
0b26ddab61bb7660e2cd42b4f2bbb083,8,8,8,8,8.0,100.0
ec3aa6ca2369f3c6e098f89477a1d33b,8,8,8,8,8.0,100.0
c4232a33274d40d5b8f6048907c6e9be,8,8,8,8,8.0,100.0
cf7e4e52a148d66670e30a3b94735e72,8,8,8,7,8.0,100.0
03f57b074583e64fb2415500efc0556e,8,8,8,8,8.0,100.0
74e35f74129a8768f5da17a94844bfbc,7,7,7,7,7.0,100.0
0d15dfec7e1b3873575909b405e696db,7,7,7,7,7.0,100.0
b82e7ccda1b3cf04c8ea3d84bdeab863,7,7,7,7,7.0,100.0
fbb31a496011538f7e0c1ca6fc96fd06,7,7,7,7,7.0,100.0
ecfe75f34d78cc37cc6d468fe564ab31,7,7,7,7,7.0,100.0
dfb4ce2699c3b89f1d2ab0ab489ccf77,7,7,7,6,7.0,100.0
89177fb4911d241df8d4a14a7d0b7318,7,7,7,7,7.0,100.0
9808f697cb4f028ac256b54112a0a629,7,7,7,6,7.0,100.0
036e983018ac8d4599e622225bbef186,7,7,7,7,7.0,100.0
af111f8c735f42bd4b28bf43ac1f687c,7,7,7,7,7.0,100.0
ae1cdd0d8bdb1de431d7c602af300853,7,7,7,6,7.0,100.0
4ff202e512c3cf0cfbfe1a3132c45df9,7,7,7,7,7.0,100.0
f5d68bc16abc35ceb7e6aef8af002367,7,7,7,6,7.0,100.0
59c94589a0c8259d8f2968c2ee6dcd8f,7,7,7,6,7.0,100.0
6e25311b3767a24ebc35c93bbd290cea,7,7,7,7,7.0,100.0
48105887c0680c14ed6e6422b7ceaae8,7,7,7,7,7.0,100.0
942b863dc5a695b2d5b1e2f53817a8dc,7,7,7,7,7.0,100.0
a3cceecba73c117b92c4877b844cc397,7,7,7,7,7.0,100.0
1a78df8bf2fe4c54cb286a70d236d473,7,7,7,6,7.0,100.0
5159dcd977fce0a51cd6b6b08f8f8543,7,7,7,7,7.0,100.0
34fbeb958a8c623d090765bea205bdc6,7,7,7,7,7.0,100.0
3a4b24d3645b9d69daa8c48a7972ba9e,7,7,7,7,7.0,100.0
17d395acad8ee8c4dec0feaeac17fd00,7,7,7,7,7.0,100.0
fbd7e50220bf26846faff3e5c3139bc6,7,7,7,7,7.0,100.0
57d20a6c3211ba0066e93f27f79b2970,7,7,7,7,7.0,100.0
35aad994083ec5ddec8383d4d7e4721c,7,7,7,7,7.0,100.0
c5191654c8881c1cc7f7d8164c5c2676,7,7,7,7,7.0,100.0
e2b94d8e82bd34a4824a593cb7967797,7,7,7,6,7.0,100.0
c5fd123406ec28c2c0d5f6f545fe9f34,7,7,7,7,7.0,100.0
2f8c57399a1f95dde31ee0612001f3de,7,7,7,7,7.0,100.0
237d1cacc30be081dafef462d4ef2b82,7,7,7,7,7.0,100.0
0bb71a342347eaafa25f2cdb051694c6,7,7,7,6,7.0,100.0
53e7898e6e3e87d698bb3d52bd68dbd5,7,7,7,6,7.0,100.0
198a2973f4ee51326bb63d68661e23fd,7,7,7,6,7.0,100.0
c20ced0426faa9a9738d2d8c5b4419e9,7,7,7,7,7.0,100.0
567d9451c6f346cf203e6143455a6653,7,7,7,7,7.0,100.0
2cea6b19c0f714dcad5cb98a85e38d30,7,7,7,7,7.0,100.0
a564fc9b70949fd0dbf8b7719bfc5d00,7,7,7,7,7.0,100.0
6d6f9078e47fea92fab60275b6902487,7,7,7,7,7.0,100.0
1c76cd42a11cf13bcbc62870df8cb6c6,7,7,7,7,7.0,100.0
a780127d983fe881335ba039c650e2a1,7,7,7,7,7.0,100.0
352f01fb415c75f361deddf8d5619056,7,7,7,7,7.0,100.0
4e2351fb873429b68f4eefc515640cc4,7,7,7,7,7.0,100.0
3982d98bf8f3130fb24b739adc37cdd1,7,7,7,6,7.0,100.0
ab49ef78e2877bfd2c2bfa738e459bf0,7,7,7,7,7.0,100.0
75b5dcc4ef1eb9cbaa843cfa454645e7,7,7,7,7,7.0,100.0
72af25283d784bbe33e58af2d5a860ee,7,7,7,7,7.0,100.0
d5aa18b52686a6d4560f92942ea93b0f,7,7,7,7,7.0,100.0
3bb907ff12e6767f66aa9eb2cf9a2aea,7,7,7,6,7.0,100.0
4960101fb899b2659a39e3c326bb9b48,7,7,7,7,7.0,100.0
70bce197d66d309f2a8e43b7fb4564df,7,7,7,6,7.0,100.0
20c87a7dc6afe47aabdc328eabdb5ef1,7,7,7,7,7.0,100.0
08667e6d100a3ace0ccbad80a916e5da,7,7,7,6,7.0,100.0
94529c833f0d4e51f355318c4cc250e6,7,7,7,7,7.0,100.0
d35da504cd54a5c65c1d6e19b9449202,7,7,7,7,7.0,100.0
565e1b3adf3714426237bf09a7955d45,7,7,7,7,7.0,100.0
43211ea008d30094ef495bf93c044aee,7,7,7,7,7.0,100.0
2f44c2ae7f5abc81618af205b373173e,7,7,7,7,7.0,100.0
629becdb594abad87e5ff4e1165489e1,7,7,7,7,7.0,100.0
8d4d29b72ccaf72f9da473280edefc4d,7,7,7,7,7.0,100.0
f738809240726569bae9f82ae5ccb0a9,7,7,7,7,7.0,100.0
d9c1f12818a167b0a76fed5e79e2b986,7,7,7,6,7.0,100.0
8bf2711e7dd427b22fbbdf002cf7e980,7,7,7,7,7.0,100.0
a26f448743cc3a6bcc83d1ef8343cda8,7,7,7,7,7.0,100.0
4b0a0290ad7df100b77e86839989a75e,7,7,7,7,7.0,100.0
31dbcef42fcecb6d165ab160baf9112b,7,7,7,7,7.0,100.0
524ae47c58db09bb0e62d86f409dacf2,7,7,7,7,7.0,100.0
59425d7127524aabf8a220f0e4c3d46f,7,7,7,6,7.0,100.0
cd68e98c168381dff5f07dfb58286b2f,7,7,7,6,7.0,100.0
b5391d46bb5813a58bfdd4801c201421,7,7,7,7,7.0,100.0
017c8e7f4e2074a372cb6c71fc28d521,7,7,7,7,7.0,100.0
174b5f1ca2c0b8515bc028d5a771c210,7,7,7,6,7.0,100.0
580805a2d1e918ada4485de8236b13b2,7,7,7,7,7.0,100.0
e93f5b27d646b4427ccb226271912655,7,7,7,7,7.0,100.0
b2b6a4da284fae2b142ed8c17d9b4a07,7,7,7,7,7.0,100.0
af6d4253b7a262018a6a59c4e2714c0c,7,7,7,7,7.0,100.0
c6d8a5ebd8a5b96b5e7d52cbe79e8eb2,7,7,7,7,7.0,100.0
df4bfc7bc9825fc6a72813cffc30b14b,7,7,7,7,7.0,100.0
0736fefc649e99dd83f83e3356066002,7,7,7,7,7.0,100.0
5fb07eafdb4a4b4b963193f3b9bed560,7,7,7,7,7.0,100.0
3d48ec624fca8605467134159de38444,7,7,7,7,7.0,100.0
a3209347dfea2ac488fc4595df350a9a,7,7,7,7,7.0,100.0
1245f9eb6b6a3012ba59a9d2679f5d64,7,7,7,7,7.0,100.0
5e1e90caaafef642c20909b2f1d103a3,7,7,7,7,7.0,100.0
0fe0039c60208b72631004ec52716c31,7,7,7,7,7.0,100.0
57e2daa55c228812f223897c4499a878,7,7,7,7,7.0,100.0
aaa1fefcb564a7bbadb6fce7aab3c72b,7,7,7,7,7.0,100.0
4265d84ab8acee62b8e03f994dcb6fc7,7,7,7,7,7.0,100.0
a712e919df45bcd99f9bfd1866d3d32b,7,7,7,7,7.0,100.0
fae714959aa3e6881e11af9f4ac13352,7,7,7,6,7.0,100.0
6f7fb6d1e6cf5a6285c5545094f8b51e,7,7,7,7,7.0,100.0
9502a51c32ff69319976d24efce61e3a,7,7,7,7,7.0,100.0
412fbe49c9e588718538d039f6b251f3,7,7,7,7,7.0,100.0
829c943f10aaa5f9ace9440fe56bdebc,7,7,7,7,7.0,100.0
f5ac1a49829359730c14aa503b4a58a5,7,7,7,7,7.0,100.0
85c911329b8ec36bc8d37fdaa221aaf2,7,7,7,6,7.0,100.0
38d48e6bb323c50e398b6401e4588a49,7,7,7,7,7.0,100.0
255d72b41a1745a35975e51d9c46701b,7,7,7,7,7.0,100.0
aeb577bc82c2070d238d97a024372de8,7,7,7,7,7.0,100.0
b2f97da61d0c849caf7b7b4f5f72102c,7,7,7,7,7.0,100.0
2ebe7e3f296595d14bcd15d36eef8302,7,7,7,7,7.0,100.0
f68cd7fd446554fb6e13b10569abc4b0,7,7,7,7,7.0,100.0
c6247a1ab07c28bd568e0625a9fb2127,7,7,7,7,7.0,100.0
2c339e3956efc28a6a451087f1b851a8,7,7,7,6,7.0,100.0
40c9ed1fc27bb1d388800064a9f735fc,7,7,7,7,7.0,100.0
7fce2ee8c1ba8c1d090ae00b1ebb7e31,7,7,7,6,7.0,100.0
d5cc3d14c3b6ebaacce8723cdc68d595,7,7,7,6,7.0,100.0
c566177f38627e45e5a79dbf1dd187ca,7,7,7,7,7.0,100.0
d70231e89705bd7dd9a188c42c5e0707,7,7,7,7,7.0,100.0
9d3433167427ed11c8c4da5d528fe033,7,7,7,7,7.0,100.0
0e2064dcccac51a689fd14c53b66b47f,7,7,7,7,7.0,100.0
9f90367514608c4fd98c2c937b75ca04,7,7,7,7,7.0,100.0
991e7ec9c7d9fe3e47ea243504005a2c,7,7,7,7,7.0,100.0
355afca4691524ed8101924efbc1559e,7,7,7,7,7.0,100.0
9316811dfa93a5d62fc94aab09856c23,7,7,7,7,7.0,100.0
6913020292434825d426800d130cdd7e,7,7,7,7,7.0,100.0
7bee45f1f611ec10f7edb56c2ae6f87b,7,7,7,7,7.0,100.0
a4d1ce4b032e287e7d82268d55a3b4d8,7,7,7,7,7.0,100.0
385fd15de347b55f1d3b70011e696fd8,7,7,7,6,7.0,100.0
5d7d436f7961de0d849bac8ee368abc2,7,7,7,7,7.0,100.0
80eff3156cccbba0e4b1634feaaaf694,7,7,7,7,7.0,100.0
56ce8c5a8aef681152c6c5f6781118ac,7,7,7,7,7.0,100.0
e10f4425206f6dcb2fc86c54532afd7a,7,7,7,7,7.0,100.0
bc4504d6f617df94e29b6cbb1fee87c0,7,7,7,7,7.0,100.0
30b591bddf0f722f293608681cd4b7ee,7,7,7,7,7.0,100.0
2fe4af374395f9c1ca4bd930d98d484b,7,7,7,7,7.0,100.0
0bae5402b6d9542a7d30c33a235052bf,7,7,7,7,7.0,100.0
db124a2803ac7883cf609e9f01ed26a5,7,7,7,6,7.0,100.0
b49489238a9a5fd458e8dfb68391b570,7,7,7,7,7.0,100.0
b32f06fcb379dd6aa11f51f571b0f614,7,7,7,6,7.0,100.0
6dbce9c5cd5f03f701765e6843bcf14e,7,7,7,6,7.0,100.0
a22388ffab5a580212771fb5cf92048a,7,7,7,6,7.0,100.0
574fd369fd4027634043bcf1ec2b848f,7,7,7,7,7.0,100.0
8cd3c78531bb2de22c9a4275ad72827e,7,7,7,7,7.0,100.0
7dd230ec3c6e17f83d49a8161b0db7bf,7,7,7,7,7.0,100.0
e510e4f27aa3ce170563afebfe2468d2,7,7,7,7,7.0,100.0
041c64f9a35e1c177bc60adeb75460e8,7,7,7,7,7.0,100.0
3f609d53e88502f99bb8aa1f4bb093d1,7,7,7,7,7.0,100.0
eb005d89d1f1d8f3ffec6868c5c838b1,7,7,7,7,7.0,100.0
ade02750dd488910fe4d8f629346f672,7,7,7,6,7.0,100.0
6821b993b51aedffc5bd5ddd6d1cc0e2,7,7,7,7,7.0,100.0
9dcfd99b8337f90460d11c21966fc66a,7,7,7,7,7.0,100.0
27dfae14a04fc7e39d4cd7b396f2c037,7,7,7,6,7.0,100.0
a1becff599a35a48164bf98af67dfeab,7,7,7,7,7.0,100.0
2dc87e62ea6cf03b5621ba7af4f038a4,7,7,7,7,7.0,100.0
3e646764e2a68d1fba6aa18115bc014a,7,7,7,7,7.0,100.0
0c85b6c4d8ac44fb1861bf370bb21ecc,7,7,7,7,7.0,100.0
0faa8fa43d966afbef4c46ac1608af2e,7,7,7,7,7.0,100.0
82b8471c20366da67327dcff499dbe85,7,7,7,7,7.0,100.0
7adb2d282e94c04fb80b2b4806a40862,7,7,7,6,7.0,100.0
9502edec3679d85a98d937b65d31dea5,7,7,7,6,7.0,100.0
d6c6b8480cd37d66c0adf4e576646dd9,7,7,7,7,7.0,100.0
ff1f88e0e6efc70b5c189be3a4b7ab01,7,7,7,7,7.0,100.0
d2f0273df3a9166fd11a0220a6514b89,7,7,7,7,7.0,100.0
bc583ab92efa91bedc5a00474477a918,7,7,7,6,7.0,100.0
b012239519005c54d1fe09d818dbce39,7,7,7,7,7.0,100.0
f3840afff7a6f7f2d4c3bb1b79ef3721,7,7,7,7,7.0,100.0
8dc8503aa489e54ba892d6f2e4907d7b,7,7,7,7,7.0,100.0
d7889061f59983e459e4a05ce8368c54,7,7,7,7,7.0,100.0
bb633eed6f972501da3ea6d9eb9d5e77,7,7,7,7,7.0,100.0
7617437587fd0e666c253a627f427744,7,7,7,7,7.0,100.0
b74c15443da130c8f92ac5e2f1839c89,7,7,7,6,7.0,100.0
885e78efb0d6e8b7c1071ca1a962fb5e,7,7,7,6,7.0,100.0
13807880032ed73f384601d0af14651d,7,7,7,6,7.0,100.0
1334d9a80272d41952a0f04d2c87f4ce,7,7,7,7,7.0,100.0
bd918189e718c8215e30c11c40e6c6e0,7,7,7,7,7.0,100.0
70747357350bb08a67a10460ab42b0e9,7,7,7,7,7.0,100.0
e18d0d88ae1252f5bf0a543e15817cde,7,7,7,7,7.0,100.0
6c4cb9283e7d92d40c32eaf9b81dfcbb,7,7,7,7,7.0,100.0
d291ccd53c61066afeaac4af1827f4b6,7,7,7,5,7.0,100.0
8df5b19540424bc0297c4cb299474855,7,7,7,7,7.0,100.0
7d0114052164dbd866d8c0362d3fc793,7,7,7,7,7.0,100.0
2979d1871f7206c72c1d2cf32e0c79ef,7,7,7,7,7.0,100.0
27982b1047522b3b2f4c57cc5725c09d,7,7,7,6,7.0,100.0
f97ac7f22bfb26db95a61ff052f783e8,7,7,7,7,7.0,100.0
71a063da8549ecfb11e2311e2d3de2a6,7,7,7,7,7.0,100.0
6956b2e3c4dc365c19005b784cca745e,7,7,7,7,7.0,100.0
dff727751cd9b648527d9f13f08d5683,7,7,7,7,7.0,100.0
a89e073a1547de3b05b8abf3524b5127,7,7,7,7,7.0,100.0
6d022663dbf176ebb8bbdc2b11dbab82,7,7,7,7,7.0,100.0
a4a2381dba05f1c2a96a1aad6ae4f50e,7,7,7,7,7.0,100.0
c7079555f1382b902f56d9bcfd51dd6d,7,7,7,7,7.0,100.0
5857f9a37e5fcb411183541a8bc250d0,7,7,7,7,7.0,100.0
4f9932130042eaab96cade6db001da78,7,7,7,7,7.0,100.0
4cccc9332a4b95a71439523d8b43b001,7,7,7,6,7.0,100.0
4a92fdf9da8cb7165ef2deed7f4607ab,7,7,7,7,7.0,100.0
9c382b26b8dd11dc9dc2911dce5ab32b,7,7,7,7,7.0,100.0
48ad8bbf65649b2b1cbbd77af33c41ef,7,7,7,7,7.0,100.0
998dc25995b1cf0a88e4d0c5f12255f6,7,7,7,6,7.0,100.0
e2abf5beaf25bfa38ff2f3d69e32a063,7,7,7,7,7.0,100.0
fe8c8b67338bd468fe1f52fa51e2be50,7,7,7,7,7.0,100.0
aaceb5958a7186171919dd1ac3de4b3d,7,7,7,7,7.0,100.0
0d8e13346bed326c9c139b02cc391aaf,7,7,7,7,7.0,100.0
