device_fingerprint,transactions,customers,cards,merchants,fraud_transactions,fraud_rate_pct
c963ef7bd876b81f859c791838463b58,8,8,8,7,8.0,100.0
68f1a0aa6d6a4782bca75dff102ba8d6,8,8,8,8,8.0,100.0
e8f650196a2927ce482957a51ab4ddd7,8,8,8,7,8.0,100.0
748e614f1bb6fd7461894fb92c1a63dd,8,8,8,8,8.0,100.0
c4232a33274d40d5b8f6048907c6e9be,8,8,8,8,8.0,100.0
58310061e2184ab13c1729faeb7bc2fc,8,8,8,8,8.0,100.0
d59a975dd15d14efe9b79482b29b33b5,8,8,8,8,8.0,100.0
e8af48a803251639f93791990b905237,8,8,8,8,8.0,100.0
7995f5278c5577c06817bd8909283568,8,8,8,7,8.0,100.0
57fa4081699aa49f2b54a2dbbd55de57,8,8,8,8,8.0,100.0
002d74a7d9ebb5a7b0fc40137d4ed0ac,8,8,8,8,8.0,100.0
56a99fcaad365bca0308888d45461287,8,8,8,8,8.0,100.0
bdc47bb3ad006b4f920ab7edf9b73563,8,8,8,8,8.0,100.0
77bffc125e72a853b9558320d2d02e58,8,8,8,8,8.0,100.0
2864ea5116017679315f5be3a6232376,8,8,8,8,8.0,100.0
94f857a7ed64ecf5d6152b7ac34c3173,8,8,8,8,8.0,100.0
cfba9dd5bd677f1204c5a3469874c98b,8,8,8,8,8.0,100.0
1359b7152d8475af36a781ba467ff3da,8,8,8,8,8.0,100.0
8b9ca51ca9fb85a36d5fe63643482e1c,8,8,8,7,8.0,100.0
e3e1d63b180c5dc2b9155055eb98d1e0,8,8,8,8,8.0,100.0
03f57b074583e64fb2415500efc0556e,8,8,8,8,8.0,100.0
0b26ddab61bb7660e2cd42b4f2bbb083,8,8,8,8,8.0,100.0
cef03709786acbedd602e6d5f11762ad,8,8,8,8,8.0,100.0
f56077092de263358bbbd93c47453cc9,8,8,8,8,8.0,100.0
ec3aa6ca2369f3c6e098f89477a1d33b,8,8,8,8,8.0,100.0
ca535a5cff15691d81ce832bafb7655f,8,8,8,8,8.0,100.0
ea8df1a5cd42cd82a1065104900e168b,8,8,8,8,8.0,100.0
38abae704fb4cdba00a26baa58cb4443,8,8,8,8,8.0,100.0
d747fed58ed173f9e42cfdef47ec7098,8,8,8,8,8.0,100.0
ba3c8a9f8df0a6a83fcf4ad12ea9581e,8,8,8,8,8.0,100.0
c6a8a44b929dd618681813eef21c13ad,8,8,8,8,8.0,100.0
e7803c8c6041d459fe3d7db32af97830,8,8,8,8,8.0,100.0
0527c4449619569cd565d724216aea04,8,8,8,8,8.0,100.0
b34ca7ad5e20bdb4c7030cccb0d4da37,8,8,8,8,8.0,100.0
2c48b3c9ce9121a5f1c1c5b7be2ce200,8,8,8,8,8.0,100.0
3243337615e9e330d1870e4650b5a7bb,8,8,8,8,8.0,100.0
2eb72d2494721debd42b3e4d3e6b9bad,8,8,8,8,8.0,100.0
392a635710b8cb74824f36d5e69d077a,8,8,8,7,8.0,100.0
cf7e4e52a148d66670e30a3b94735e72,8,8,8,7,8.0,100.0
574b3cc5a5d722318108669da3209dc8,8,8,8,8,8.0,100.0
f8aa8ec3965c9a4745e6be4abd6bab70,8,8,8,7,8.0,100.0
dcd0e718c9a56bce753f866b980544b0,8,8,8,7,8.0,100.0
3a170bd3cd13dfee7862e1cef031c909,8,8,8,8,8.0,100.0
9bd839fe149857321685b1e1d8a55cbd,8,8,8,7,8.0,100.0
86a5e6e07e28dc7a901efc4564b21716,8,8,8,8,8.0,100.0
3f594346f22ac97cb983755bbbe60409,8,8,8,8,8.0,100.0
87766ad4979f921ef0ce6ef2783a2210,8,8,8,8,8.0,100.0
b1b79af22b6bc27d3305f9a466b3e5a8,8,8,8,8,8.0,100.0
59e1d68ae9bae7ff58cda34f96d65510,8,8,8,7,8.0,100.0
dce4fc49eb0802c4eb607c47e74a6720,8,8,8,8,8.0,100.0
08c542c233d25553221b1f27f0359074,8,8,8,8,8.0,100.0
b95f390dc0f7bdc45deba5bf34b3b407,8,8,8,7,8.0,100.0
5d420384e196d0f803bbbe8c02e261bd,8,8,8,8,8.0,100.0
362d90fb9802983d5b8870886d978c32,8,8,8,8,8.0,100.0
104f55cb7bb4da6a8c506291b2b08351,8,8,8,8,8.0,100.0
e9a78129051381bc3fb8a36b8833aaa6,8,8,8,7,8.0,100.0
7d9c5ebf499d115d57f8107d0b2fac57,8,8,8,8,8.0,100.0
8b0081ad5f5ce848dcebcd980eb23c37,8,8,8,8,8.0,100.0
5efa00df2dc3517717a943b1d367f4ed,8,8,8,8,8.0,100.0
eb00402b945ba61ad12a81ffcef2a582,8,8,8,7,8.0,100.0
dd697c06a954bfe8872d2661dad9b5f3,8,8,8,7,8.0,100.0
5c0490ffee708bfe5d8b3e1f19a3180b,8,8,8,8,8.0,100.0
1e838b3b3e91dd29096b2480500cb886,8,8,8,8,8.0,100.0
06a730be43434cfbf5dec91793c2e665,8,8,8,8,8.0,100.0
ec356e5615d3001e0d35198130ae3f44,8,8,8,8,8.0,100.0
477ef432e4ed2c5dfd35eca6a6dccdd1,8,8,8,8,8.0,100.0
e08c205c6bcf1885279ca5704eddcfa7,8,8,8,8,8.0,100.0
71b1ebefea1032440b05ffaaea35e54f,8,8,8,7,8.0,100.0
67a381bd43fbf14a0a122b8ae1bb271a,8,8,8,7,8.0,100.0
43a6fbdf13de5b126a949551083da16e,8,8,8,8,8.0,100.0
d40a8d6d7f644445c3cf53c1ba9a414a,8,8,8,8,8.0,100.0
4f37497a30b6aa2fc440f6157f255d01,8,8,8,8,8.0,100.0
c46cd3dee1a2dd5e4e46e805e2553f63,8,8,8,8,8.0,100.0
9f886a2a3a002b459de1faff35a05cc3,8,8,8,7,8.0,100.0
c9c7eb7d69740f2a9632cd1981e6adda,8,8,8,8,8.0,100.0
8605a470b00b181ab481bab5b8069357,8,8,8,8,8.0,100.0
06a177e5878dc6347e0bc8319560eebf,8,8,8,7,8.0,100.0
8d6927f9e4c3dd1842bbd5110937d2ec,8,8,8,7,8.0,100.0
70bbd5d03d82dc27c025387f82b035e2,8,8,8,7,8.0,100.0
079d4e511d6e92d32491d17d77561a92,8,8,8,8,8.0,100.0
56e6ea3562d05d65881c657da14010f3,8,8,8,8,8.0,100.0
4a1d7255eec707c040996accd89ce1f1,8,8,8,8,8.0,100.0
a34ccaa6561f7a47509c66da3679b15f,8,8,8,8,8.0,100.0
0a082f880f003559489e58607930f3f9,8,8,8,7,8.0,100.0
7fda692ba03eb279a4e88778f4dab3ab,8,8,8,8,8.0,100.0
45a44284115503af7ecdc4e477ef271a,8,8,8,8,8.0,100.0
c77e009ee12b67e4f5f70e50bc83dbc8,8,8,8,8,8.0,100.0
074f985421aeb709e88debc787d700eb,8,8,8,8,8.0,100.0
630e776c5c9e5aba04ba9b3d13c40c86,8,8,8,8,8.0,100.0
c65fa349c06793bc15fceede07591325,8,8,8,8,8.0,100.0
63cec75241b8776fd5939eb769e4fd93,8,8,8,8,8.0,100.0
fa86ab109acce89adb50f4b5ba313d3f,8,8,8,8,8.0,100.0
02aa4a86b1fff522bb7177fa4c7fb721,8,8,8,8,8.0,100.0
60ff34234e081de95512ddcdd245ac09,8,8,8,8,8.0,100.0
b89661d9fd7d96b8100919b828950745,8,8,8,8,8.0,100.0
363592fe2fd14e98e0bf5b33626c1e5a,8,8,8,8,8.0,100.0
f920cb88ca21e94f0fd08bc2aeda932a,8,8,8,8,8.0,100.0
f10bb16a2b4a9dbcb155bfe047377890,8,8,8,8,8.0,100.0
5421216887f6fc02e5fb3718c12e014c,8,8,8,7,8.0,100.0
d092b8f3e3f91dc99774ecbf149e94a0,8,8,8,8,8.0,100.0
ad73bc288b8649c995188ed544f46604,8,8,8,8,8.0,100.0
ea95de08542db1d94fe393abd1a5ce8d,8,8,8,8,8.0,100.0
31dd522c2c3b51de1f583bae9f69ba9d,8,8,8,8,8.0,100.0
6b04b7ec2f7ce513db6ff57c27ede045,8,8,8,7,8.0,100.0
3928e93d019a11614fcedc388504eeb0,8,8,8,8,8.0,100.0
9eee8657e994f40185753d13ebaf3a7f,8,8,8,8,8.0,100.0
1281cbec1a92033b9b44055e599b9b09,8,8,8,8,8.0,100.0
2f968ef75e668d53ccedf49c9f21071f,8,8,8,7,8.0,100.0
10e3a9c30de676a52cb06dd3c4f5a47d,8,8,8,8,8.0,100.0
b306ffe533ed5338dd9e28469d991c62,8,8,8,8,8.0,100.0
37674f2a8f01c3546cfc199b40a3b6b6,8,8,8,8,8.0,100.0
c49c6aa45e180109b74671338c5a011f,8,8,8,7,8.0,100.0
9462b6ce3101bc6cd92aa6317e7d3c9f,8,8,8,7,8.0,100.0
b284ac2cd2c06b776ef83ee3b18e2e5b,8,8,8,8,8.0,100.0
c617de61d4f0a29b12484cb0b00d8b90,8,8,8,8,8.0,100.0
a06a95c0de8513e7ab2e195355ae1e9a,8,8,8,8,8.0,100.0
6941202fbe3a03cd08cc29f17e25ab76,8,8,8,8,8.0,100.0
da58526abeb1f51bc73625bdbed4d242,8,8,8,8,8.0,100.0
03a39799442f93ef629709df4387743e,8,8,8,8,8.0,100.0
6de5478c34dfc7ab5704ad7dd28d35e0,8,8,8,8,8.0,100.0
8c0694d21db32efd40d11a6489c841e8,8,8,8,8,8.0,100.0
6aed000af86a084f9cb0264161e29dd3,8,8,8,8,8.0,100.0
2f3a9df51b6d311fc461bf90efa1f29b,8,8,8,8,8.0,100.0
d70114e39ea2bc5aa436b906e5f4ef0e,8,8,8,8,8.0,100.0
ceb08337cd773dccc222da912f05c11a,8,8,8,8,8.0,100.0
9dfa025817cb1ab41c359e0c6ecc7839,8,8,8,8,8.0,100.0
f2e1b1ef61d277f78c6ad2322127ec29,8,8,8,8,8.0,100.0
125c10f6d2e713619cb3741c9295efef,8,8,8,7,8.0,100.0
d64109c3de58c0ac0a54536488bfedaa,8,8,8,8,8.0,100.0
171d7925131a38824bc0c1373b34f556,8,8,8,8,8.0,100.0
77a97ffb769893866e1947cfd11cb87a,8,8,8,8,8.0,100.0
26fcdd0e8b89d881c6f3fd2bbd6c9b77,8,8,8,8,8.0,100.0
bff1981f00953b26d3bf2d03c970267a,8,8,8,8,8.0,100.0
73f6f186ea66934446eb4096a5551cf4,8,8,8,8,8.0,100.0
6956b2e3c4dc365c19005b784cca745e,7,7,7,7,7.0,100.0
9797b67276dfcd45c7a8096cae24b249,7,7,7,7,7.0,100.0
dff727751cd9b648527d9f13f08d5683,7,7,7,7,7.0,100.0
4af172ed1e06ac99745295f15528c53b,7,7,7,7,7.0,100.0
27dfae14a04fc7e39d4cd7b396f2c037,7,7,7,6,7.0,100.0
ffd95aa298ec6a75304f8fc45b046d59,7,7,7,7,7.0,100.0
e20c5b71c58bdbb95ae9a1866b6c05ac,7,7,7,7,7.0,100.0
9132685cb98bf76fcbe1b5053bf2c875,7,7,7,7,7.0,100.0
4af16eb1a41074bf9a89b2fa3888b0e3,7,7,7,7,7.0,100.0
6821b993b51aedffc5bd5ddd6d1cc0e2,7,7,7,7,7.0,100.0
f99a46dc33f650cde5b37f2229746b42,7,7,7,6,7.0,100.0
28621a1d674452b494c68902224f1dcd,7,7,7,6,7.0,100.0
410485e6eb8480f1d6dd915bf065c22a,7,7,7,7,7.0,100.0
8cbdde4b54d008e7ba7bae481defb0ac,7,7,7,6,7.0,100.0
aeb577bc82c2070d238d97a024372de8,7,7,7,7,7.0,100.0
34fbeb958a8c623d090765bea205bdc6,7,7,7,7,7.0,100.0
75b5dcc4ef1eb9cbaa843cfa454645e7,7,7,7,7,7.0,100.0
cb9540001fcf798b84d349cc1b59670f,7,7,7,7,7.0,100.0
7534ac0adaa0bcb29e340d149e10dc59,7,7,7,7,7.0,100.0
885e78efb0d6e8b7c1071ca1a962fb5e,7,7,7,6,7.0,100.0
af6d4253b7a262018a6a59c4e2714c0c,7,7,7,7,7.0,100.0
a3cceecba73c117b92c4877b844cc397,7,7,7,7,7.0,100.0
4b79d2ee35e78bd43247c0f1c0f45fc8,7,7,7,6,7.0,100.0
8acda5c439fd4fb7e84075ce192dbfed,7,7,7,7,7.0,100.0
59425d7127524aabf8a220f0e4c3d46f,7,7,7,6,7.0,100.0
94b45d9df4671f2b55553dcc8723ca72,7,7,7,6,7.0,100.0
464bac77444887bb7e7128e56be3229f,7,7,7,7,7.0,100.0
ae1cdd0d8bdb1de431d7c602af300853,7,7,7,6,7.0,100.0
567d9451c6f346cf203e6143455a6653,7,7,7,7,7.0,100.0
13c50c65867340934bad7c53ace9d0da,7,7,7,7,7.0,100.0
